Goal,X,Y,C,Distance,Angle
0,4,63,13.0,9.436233358708336,0.3860238918624772
0,25,56,6.0,26.538132941109478,0.271268985883801
0,13,28,22.0,19.768978223469215,0.2588043844534658
0,14,19,31.0,24.942183144223762,0.17496432721701247
0,22,49,1.0,23.10914321215739,0.31403211774890216
0,19,52,2.0,19.992311021990428,0.3614294030221847
0,19,26,24.0,25.325135735075538,0.2284893666710632
0,4,61,11.0,8.292315719990405,0.5068860882826424
0,22,56,6.0,23.426907606425566,0.3058968913303828
0,9,31,19.0,15.550723455839602,0.29404598468395515
1,6,47,3.0,6.594884381094182,0.9925712015286787
0,22,58,8.0,23.678048906107108,0.29967705742481254
0,14,72,22.0,20.508047201037936,0.25835749013039877
0,10,59,9.0,12.019671376539376,0.5303396409372801
0,12,60,10.0,14.177799547179385,0.4569083224019795
0,17,42,8.0,18.592000968158324,0.3746687972679463
0,7,52,2.0,7.464080653369174,0.9043227873413638
0,26,29,21.0,30.52232789287213,0.21429322993676256
0,8,30,20.0,15.477725931156682,0.2654567711126684
0,25,62,12.0,27.384347719089458,0.2552049744911656
0,26,64,14.0,28.77672670753225,0.24053754216215303
0,29,59,9.0,31.006854080993126,0.230919007567515
0,7,63,13.0,11.19933033712284,0.44772227561121114
0,12,71,21.0,18.57639631360184,0.2712176259591417
0,29,67,17.0,32.39297763404902,0.21193622086056002
0,27,56,6.0,28.616996697766872,0.25213698550662195
0,24,41,9.0,25.870108233248658,0.2741694777961256
0,24,57,7.0,25.607469613376484,0.27964677433052354
0,24,65,15.0,27.02040895323385,0.25190974809159156
0,12,59,9.0,13.891814136389819,0.4744514361613353
0,9,55,5.0,9.993247720335965,0.6747302235506376
0,24,46,4.0,25.33377192602791,0.28552288536522863
0,13,53,3.0,13.788582233137678,0.5145691046572908
0,10,31,19.0,16.210259097250727,0.2989701177834974
0,2,56,6.0,4.42944691807002,1.1860574693127683
0,4,30,20.0,13.661625086350451,0.17563183941533048
0,14,65,15.0,17.639515299463305,0.34677853070576053
0,25,23,27.0,31.576336076245454,0.1929108206275765
0,21,61,11.0,23.180271784429102,0.2988423003378373
0,8,27,23.0,17.148250639642516,0.21567089307558013
0,12,29,21.0,18.57639631360184,0.2712176259591417
0,7,28,22.0,16.078323917622757,0.21606882460132645
0,26,52,2.0,27.33093485411723,0.2659570648751348
0,9,28,22.0,17.14037630858786,0.2418706622612818
0,17,40,10.0,18.996644440532123,0.35967403685627447
0,7,31,19.0,14.37167352815948,0.27166474021544557
0,12,36,14.0,15.542522317822161,0.3841365349484985
0,6,32,18.0,13.28834075421006,0.2754185537241036
0,12,30,20.0,18.10414317221337,0.28538343785592213
0,10,73,23.0,18.268894328885914,0.235469255366503
0,14,61,11.0,16.346635739503096,0.4009753589018125
0,7,41,9.0,9.393880987110705,0.6232345110872599
0,24,44,6.0,25.5,0.28193327288425424
0,12,31,19.0,17.64319982316133,0.30025973949935153
1,14,59,9.0,15.821267332296738,0.42632836199012014
0,21,69,19.0,25.27300931824305,0.25260026044017875
0,13,33,17.0,17.562032911938186,0.32654703564538545
0,11,73,23.0,18.891929493834134,0.24132760305939444
0,23,52,2.0,24.18496433737292,0.2999794084650179
0,23,68,18.0,26.834911961845524,0.2451102032785123
0,7,30,20.0,14.933937859787685,0.2512332492285382
0,20,31,19.0,24.36231721327017,0.25902377958115674
0,12,33,17.0,16.758952831248138,0.33206626567067177
1,13,42,8.0,14.606933285258751,0.46338573138626593
1,11,38,12.0,13.93709080116794,0.43731158474742216
0,23,76,26.0,29.47596478488872,0.2037837395781436
0,3,59,9.0,6.64417037710503,0.6434168091363027
0,29,48,2.0,30.477737776941385,0.23882130747035027
0,12,38,12.0,14.818906842274163,0.42059329168604304
0,24,68,18.0,27.783628272779637,0.2385540980304433
0,26,77,27.0,32.45446810533181,0.18985458720507872
0,2,28,22.0,14.453373308677806,0.0784659529811174
1,7,50,0.0,7.35,0.9240272470538008
0,8,42,8.0,9.879271228182775,0.6307232983623592
0,7,38,12.0,10.71739240673775,0.4875473980128381
0,13,42,8.0,14.606933285258751,0.46338573138626593
0,25,32,18.0,28.739389346330935,0.23221001418883105
0,12,55,5.0,13.012397934277908,0.5341519416725077
0,13,26,24.0,20.728784334832568,0.2355657499255266
0,27,36,14.0,29.774695632365415,0.23334456907392245
0,23,37,13.0,25.585640504001457,0.26900391356748554
0,24,29,21.0,28.65942253430798,0.224459267479834
0,13,30,20.0,18.85,0.28430431212281077
0,19,45,5.0,20.21299087220889,0.35398215152994544
0,23,64,14.0,25.807605468156087,0.2645200348901634
0,24,47,3.0,25.275333825688634,0.2868003435188237
0,11,32,18.0,16.440574807469478,0.3179400488056638
0,12,56,6.0,13.189768762188365,0.5213741842885677
0,23,61,11.0,25.18620654247082,0.2773522957093748
0,9,74,24.0,18.239037803568475,0.21336716124473892
0,26,38,12.0,28.392428568194024,0.24693951612773493
0,20,68,18.0,24.039342753078753,0.26586779578711206
0,19,34,16.0,22.49805547152909,0.28810953405214074
0,23,49,1.0,24.158745828374453,0.30060676755357607
0,21,67,17.0,24.663839928121494,0.2649341916005127
0,25,25,25.0,30.872722588071174,0.20169352408056146
0,18,61,11.0,20.207238801973908,0.33694567230348166
0,24,69,19.0,28.063543967218397,0.23391253649325264
0,11,28,22.0,18.381852463775246,0.2548783522683089
0,19,47,3.0,20.04507420789457,0.3596291964810334
0,11,54,4.0,11.839024453053554,0.588192267514254
0,11,31,19.0,16.909316958410827,0.3008128276935503
0,21,44,6.0,22.392241960107523,0.31941343087727586
0,10,29,21.0,17.22128044019956,0.26503529037733264
0,10,40,10.0,12.349089035228468,0.504787111082435
0,22,52,2.0,23.136551169091735,0.31331845302661493
0,25,37,13.0,27.57652987596518,0.25174827835085867
0,27,66,16.0,30.197392271519078,0.22698785233621196
0,18,28,22.0,23.700210969525145,0.24716071278714324
0,8,54,4.0,8.793179174792243,0.7659735007631507
0,12,70,20.0,18.10414317221337,0.28538343785592213
0,18,58,8.0,19.60229578391266,0.35706179954140777
0,10,69,19.0,16.210259097250727,0.2989701177834974
0,23,70,20.0,27.426674971640292,0.23485320035665017
1,4,42,8.0,6.684309986827362,0.7766862454976036
0,4,39,11.0,8.292315719990405,0.5068860882826424
0,21,50,0.0,22.05,0.3289734362229828
0,7,46,4.0,7.796313231265146,0.848710701766978
0,3,37,13.0,9.018037480516478,0.3272370360387149
0,29,21,29.0,35.812358202162564,0.1738544372475565
0,13,31,19.0,18.407742936058185,0.2978805122246868
0,24,61,11.0,26.19470366314534,0.26761029998214175
0,23,71,21.0,27.740674108608104,0.22966225809715926
0,26,67,17.0,29.4515279739439,0.22986488972463084
0,26,73,23.0,31.125431723913486,0.20619273678873876
0,24,52,2.0,25.233509466580347,0.28771963983932014
0,14,62,12.0,16.641213898030394,0.3876504547249745
1,13,67,17.0,17.562032911938186,0.32654703564538545
0,30,65,15.0,32.97442190547091,0.21149833552005232
0,13,67,17.0,17.562032911938186,0.32654703564538545
0,15,39,11.0,17.296965051707772,0.3834416628956415
1,2,47,3.0,2.86574597618142,1.8960030684158047
0,10,44,6.0,11.200892821556682,0.6011698894359486
0,17,48,2.0,17.897276329095444,0.4024840245835908
0,13,64,14.0,16.40525830336115,0.372468920683269
0,23,44,6.0,24.462880043036634,0.29344235678198977
0,27,61,11.0,29.237732470217317,0.24179916535256413
0,22,58,8.0,23.678048906107108,0.29967705742481254
0,27,52,2.0,28.379790344539195,0.2562565405951368
0,24,46,4.0,25.33377192602791,0.28552288536522863
0,7,57,7.0,8.644362324659928,0.7201101384716242
1,22,64,14.0,24.827806991355477,0.27338566993338587
0,23,48,2.0,24.18496433737292,0.2999794084650179
0,28,60,10.0,30.1099651278443,0.23643033935248386
0,30,57,7.0,31.826914710665875,0.22671623065840432
0,12,44,6.0,13.189768762188365,0.5213741842885677
0,21,21,29.0,29.00905031192852,0.19249110357588545
0,23,62,12.0,25.378386473532945,0.27328991142302966
0,9,41,9.0,11.114180131705622,0.5608366482848695
0,16,34,16.0,19.75854245636555,0.3153100776120756
0,8,70,20.0,15.477725931156682,0.2654567711126684
0,29,18,32.0,36.87604235814901,0.16405456022144413
0,11,29,21.0,17.880855684222723,0.2692928913160728
1,6,51,1.0,6.333442981506978,1.045705620550453
1,10,61,11.0,12.703247616259395,0.4790511315471671
0,25,57,7.0,26.64141512757909,0.2692316748953821
0,19,32,18.0,23.127743080551546,0.2730351404249318
0,3,70,20.0,13.376191535710007,0.13840994125617986
0,27,71,21.0,31.464980533920563,0.20936972062032283
0,7,72,22.0,16.078323917622757,0.21606882460132645
0,13,70,20.0,18.85,0.28430431212281077
0,17,53,3.0,17.956196701974505,0.4000177485012383
0,31,36,14.0,33.79811385269894,0.2080044914320849
0,17,48,2.0,17.897276329095444,0.4024840245835908
0,27,54,4.0,28.46897434049917,0.2546963687734535
0,22,38,12.0,24.381345327934635,0.2831878014924241
0,21,74,24.0,27.01041465805366,0.2216711911373645
0,10,68,18.0,15.720687007888682,0.3176837118199129
0,17,49,1.0,17.86183081321733,0.40397763645873547
0,20,72,22.0,25.40649523251879,0.23856049115996103
0,7,73,23.0,16.659081607339584,0.20094649516038748
0,3,62,12.0,8.412044935685971,0.38217689414903444
0,24,81,31.0,32.26550015109017,0.1776065056287138
0,33,29,21.0,37.24171048703322,0.18260184854472558
0,4,68,18.0,12.431009613060397,0.21448423646990336
0,31,24,26.0,36.67577538375978,0.17704315178283553
0,20,60,10.0,21.982947936980608,0.3161889834941675
0,20,31,19.0,24.36231721327017,0.25902377958115674
0,14,33,17.0,18.390010875472587,0.31991607427082147
0,21,46,4.0,22.20275883758593,0.3246572898667033
0,23,37,13.0,25.585640504001457,0.26900391356748554
0,26,58,8.0,27.790825824361537,0.2574671749562088
1,18,54,4.0,19.077997798511245,0.37587054692651123
0,19,60,10.0,20.98219483276237,0.3296328129599388
1,9,47,3.0,9.649093221645233,0.7147531635553958
0,23,63,13.0,25.585640504001457,0.26900391356748554
0,22,40,10.0,23.997083156083782,0.29203194868912696
0,22,43,7.0,23.543842082378994,0.302978288145022
0,18,52,2.0,18.944656238633623,0.38087120766850147
1,10,61,11.0,12.703247616259395,0.4790511315471671
0,24,35,15.0,27.02040895323385,0.25190974809159156
1,11,53,3.0,11.713453803212783,0.5991380823077989
0,30,52,2.0,31.526813984289628,0.23095892231160217
0,25,69,19.0,29.01008445351375,0.22797859744767013
0,14,29,21.0,20.060221833269942,0.26985770661795766
0,2,39,11.0,7.452013150820387,0.3498079676417178
0,29,59,9.0,31.006854080993126,0.230919007567515
0,28,19,31.0,35.64242556280366,0.16956537274787223
1,12,38,12.0,14.818906842274163,0.42059329168604304
0,13,49,1.0,13.665467427058616,0.5228832076788991
1,6,46,4.0,6.815423684555495,0.9489061410934956
0,24,32,18.0,27.783628272779637,0.2385540980304433
0,18,25,25.0,24.92533851324792,0.22378029756517134
0,5,63,13.0,9.948115399411085,0.4221128427487011
0,28,40,10.0,30.1099651278443,0.23643033935248386
0,12,56,6.0,13.189768762188365,0.5213741842885677
0,24,65,15.0,27.02040895323385,0.25190974809159156
0,27,28,22.0,31.752362116856755,0.20565402701315313
0,12,68,18.0,17.19447585708852,0.3158311044591509
0,15,33,17.0,19.239672554386157,0.31255764826376803
0,30,34,16.0,33.172428310269964,0.2090239885429679
0,11,62,12.0,13.93709080116794,0.43731158474742216
0,25,25,25.0,30.872722588071174,0.20169352408056146
0,22,72,22.0,27.167995877502634,0.22922448282251776
0,22,69,19.0,26.194131022043848,0.2462482602502879
0,16,38,12.0,18.52241884851976,0.3570259958775754
0,11,56,6.0,12.190672663967318,0.5587877543959542
0,5,55,5.0,6.174544517614234,0.999009718781405
0,21,63,13.0,23.613661300188078,0.28832362510707366
0,19,50,0.0,19.95,0.3628820200689473
0,23,28,22.0,28.06621634634779,0.22445498328352656
0,7,51,1.0,7.378685519792803,0.9190449283339781
0,13,37,13.0,16.05381574579701,0.3881962225284794
0,14,57,7.0,15.388063555886426,0.4488778813145313
0,13,60,10.0,15.11861435449691,0.4347254180747608
0,13,34,16.0,17.160492417177313,0.34153966032468785
0,8,40,10.0,10.621205204683694,0.5539129060969811
0,12,46,4.0,12.86545762886031,0.545034060148062
0,27,49,1.0,28.357450520101416,0.25664950874309495
0,22,31,19.0,26.194131022043848,0.2462482602502879
0,15,39,11.0,17.296965051707772,0.3834416628956415
0,9,67,17.0,14.53977303811858,0.3360930094197185
0,32,57,7.0,33.90667338445339,0.21316759103448465
0,7,71,21.0,15.503064213245072,0.23276899026498218
0,6,64,14.0,11.067971810589327,0.39990201971111766
0,13,36,14.0,16.40525830336115,0.372468920683269
0,27,40,10.0,29.085606405918377,0.24427515281947337
0,28,49,1.0,29.40718449630974,0.24758725636527962
0,15,70,20.0,20.422108118409323,0.2782002560871615
0,8,67,17.0,13.880291783676595,0.33042245113400326
0,27,80,30.0,34.40890146459198,0.17545881839354913
0,12,34,16.0,16.33768649472746,0.34891490595427527
0,23,56,6.0,24.462880043036634,0.29344235678198977
0,27,42,8.0,28.822950924567042,0.2486373002536444
0,24,36,14.0,26.79272289260649,0.2561036095715717
0,9,73,23.0,17.68629412850527,0.22705100397193015
1,10,56,6.0,11.200892821556682,0.6011698894359486
0,10,61,11.0,12.703247616259395,0.4790511315471671
0,7,39,11.0,10.254023600518968,0.530360708962019
0,14,58,8.0,15.592626462530292,0.4380367459389602
0,20,39,11.0,22.18383420421276,0.3107019491679012
0,9,29,21.0,16.60195771588399,0.2579165948692716
0,11,56,6.0,12.190672663967318,0.5587877543959542
0,11,36,14.0,14.704166076320002,0.39495477964297176
0,22,34,16.0,25.3331798240963,0.26286752707765737
0,10,36,14.0,13.894603268895446,0.40423785554982494
0,24,23,27.0,30.70899705298107,0.19587945153355057
0,28,28,22.0,32.69327147900619,0.2011435031488508
0,9,70,20.0,16.071792059381554,0.2752793134772887
0,24,51,1.0,25.208381542653626,0.2882739729481942
0,13,68,18.0,17.97811169172113,0.3119750682558491
0,21,26,24.0,27.01041465805366,0.2216711911373645
0,13,43,7.0,14.388363353766126,0.4763868532411363
0,30,44,6.0,31.74051039287176,0.22792608052496452
0,20,57,7.0,21.48726366943916,0.33032684948266916
0,28,61,11.0,30.256941352357476,0.23418941262179635
0,27,52,2.0,28.379790344539195,0.2562565405951368
0,8,29,21.0,16.027554398597438,0.2473593957795706
0,24,36,14.0,26.79272289260649,0.2561036095715717
0,17,52,2.0,17.897276329095444,0.4024840245835908
0,22,45,5.0,23.327505224519832,0.30840934692148025
0,29,56,6.0,30.698737759067555,0.23547367773587702
0,23,68,18.0,26.834911961845524,0.2451102032785123
0,10,30,20.0,16.710774967068403,0.2814322230841747
0,27,36,14.0,29.774695632365415,0.23334456907392245
0,22,73,23.0,27.51567734946752,0.22356025782715727
0,25,30,20.0,29.292703869735206,0.22367950828689226
0,11,26,24.0,19.41037093926852,0.2286064737784988
0,21,60,10.0,22.98809474488915,0.3036819004236065
0,24,36,14.0,26.79272289260649,0.2561036095715717
0,6,26,24.0,16.824089871371942,0.16938027510108197
0,2,39,11.0,7.452013150820387,0.3498079676417178
0,22,59,9.0,23.829236244579892,0.2960190429979611
0,23,51,1.0,24.158745828374453,0.30060676755357607
0,12,68,18.0,17.19447585708852,0.3158311044591509
0,11,35,15.0,15.115058716392735,0.37455292140405577
0,10,57,7.0,11.44344790699027,0.5790496767581794
0,4,31,19.0,13.044634912484135,0.19365511520232903
0,25,39,11.0,27.206341172601654,0.2584681483042706
0,16,49,1.0,16.812569702457743,0.428417211508841
0,6,47,3.0,6.594884381094182,0.9925712015286787
0,13,68,18.0,17.97811169172113,0.3119750682558491
0,11,40,10.0,13.253395791267987,0.4803553470515795
0,13,52,2.0,13.711765021323842,0.5197369931737656
0,9,65,15.0,13.578107379160027,0.3844644915514975
0,13,33,17.0,17.562032911938186,0.32654703564538545
0,25,63,13.0,27.57652987596518,0.25174827835085867
0,5,37,13.0,9.948115399411085,0.4221128427487011
0,24,34,16.0,27.26169473822198,0.2475728667132947
0,18,47,3.0,19.000328944520934,0.3787722941698328
0,24,30,20.0,28.35559909435877,0.22920831127383148
0,28,40,10.0,30.1099651278443,0.23643033935248386
0,31,42,8.0,32.962744121204466,0.2184814937449816
0,64,35,15.0,67.90362656000046,0.10658814708313967
0,9,61,11.0,11.850105484762572,0.49865017428260083
0,18,50,0.0,18.9,0.3825663330715834
0,20,49,1.0,21.010057115581574,0.34479076913151024
0,12,49,1.0,12.616754733290174,0.5640811317617371
0,15,61,11.0,17.296965051707772,0.3834416628956415
0,16,39,11.0,18.25821732809641,0.36693370143647835
0,16,50,0.0,16.8,0.4290109148821801
0,24,41,9.0,25.870108233248658,0.2741694777961256
1,9,54,4.0,9.80114789195633,0.6967688685774427
0,18,56,6.0,19.298186443290465,0.36780864688627385
0,16,34,16.0,19.75854245636555,0.3153100776120756
0,17,55,5.0,18.14345612059621,0.39231452383640797
1,10,57,7.0,11.44344790699027,0.5790496767581794
0,18,34,16.0,21.572436116489023,0.2970409276906882
0,19,56,6.0,20.327628981265867,0.3501973828101036
0,4,40,10.0,7.738862965578341,0.5842369076531417
0,15,28,22.0,21.27328136419015,0.25673243195727585
0,13,62,12.0,15.721402609182173,0.40392351097823914
0,17,67,17.0,20.9934513598884,0.2967365571334337
0,30,54,4.0,31.607119451161633,0.2298123614854746
0,10,57,7.0,11.44344790699027,0.5790496767581794
0,21,39,11.0,23.180271784429102,0.2988423003378373
0,10,29,21.0,17.22128044019956,0.26503529037733264
0,21,38,12.0,23.388939693795443,0.29371069986468024
0,25,47,3.0,26.322328924318228,0.27559787233217653
0,20,67,17.0,23.72978086708767,0.27267478070201756
0,20,49,1.0,21.010057115581574,0.34479076913151024
0,2,49,1.0,2.198294793698061,2.0790424128399163
0,28,84,34.0,36.780021750945174,0.15931626873117627
0,12,68,18.0,17.19447585708852,0.3158311044591509
0,22,52,2.0,23.136551169091735,0.31331845302661493
0,9,41,9.0,11.114180131705622,0.5608366482848695
0,8,42,8.0,9.879271228182775,0.6307232983623592
0,5,61,11.0,8.870456583513613,0.5320024734138117
0,8,74,24.0,17.71778767228008,0.20181695919910278
0,23,37,13.0,25.585640504001457,0.26900391356748554
0,14,63,13.0,16.955603793436552,0.37409046709081273
0,14,52,2.0,14.757371039585607,0.48460536525591696
0,6,31,19.0,13.864072273325755,0.2523954192191739
0,21,26,24.0,27.01041465805366,0.2216711911373645
0,7,31,19.0,14.37167352815948,0.27166474021544557
0,4,39,11.0,8.292315719990405,0.5068860882826424
0,25,61,11.0,27.206341172601654,0.2584681483042706
0,29,61,11.0,31.27818728762906,0.2270133224752601
0,17,54,4.0,18.038361899019545,0.3966126372830685
0,25,65,15.0,28.002232053891703,0.2443284781658152
0,21,37,13.0,23.613661300188078,0.28832362510707366
0,21,61,11.0,23.180271784429102,0.2988423003378373
0,10,67,17.0,15.243113199081087,0.33759032764216496
0,13,46,4.0,13.895412912180769,0.5074894297819179
0,11,38,12.0,13.93709080116794,0.43731158474742216
0,19,59,9.0,20.790021645010377,0.3354910763529341
1,9,48,2.0,9.538998899255622,0.7280729606989255
0,20,57,7.0,21.48726366943916,0.33032684948266916
0,19,42,8.0,20.616558878726586,0.34090504325956533
0,25,54,4.0,26.378447641967107,0.2744626900813109
0,33,36,14.0,35.82502616886693,0.19711588850016665
0,4,65,15.0,10.616143367532297,0.30022768467042926
0,59,38,12.0,62.439110339594045,0.11619119200341033
0,23,30,20.0,27.426674971640292,0.23485320035665017
0,26,38,12.0,28.392428568194024,0.24693951612773493
0,19,50,0.0,19.95,0.3628820200689473
0,25,55,5.0,26.45042532739313,0.27301649735057554
0,27,39,11.0,29.237732470217317,0.24179916535256413
0,23,42,8.0,24.703491656039233,0.2879453933895278
0,13,65,15.0,16.77453427073312,0.3568783542073093
0,30,37,13.0,32.613685777599564,0.21611749418697704
0,12,59,9.0,13.891814136389819,0.4744514361613353
0,20,36,14.0,22.88689581398054,0.29252713991186646
0,22,61,11.0,24.181242730678672,0.2877448652568952
1,7,38,12.0,10.71739240673775,0.4875473980128381
0,12,62,12.0,14.818906842274163,0.42059329168604304
0,27,34,16.0,30.197392271519078,0.22698785233621196
0,27,49,1.0,28.357450520101416,0.25664950874309495
1,14,50,0.0,14.7,0.4880360972577503
0,16,60,10.0,18.013605968822567,0.3764491646534234
0,4,41,9.0,7.201562330494682,0.6742728322518933
1,10,42,8.0,11.717081547894082,0.5552607966192705
0,24,65,15.0,27.02040895323385,0.25190974809159156
0,14,67,17.0,18.390010875472587,0.31991607427082147
0,11,40,10.0,13.253395791267987,0.4803553470515795
0,14,33,17.0,18.390010875472587,0.31991607427082147
0,7,63,13.0,11.19933033712284,0.44772227561121114
0,25,19,31.0,33.09206853613113,0.17580489600170038
0,25,52,2.0,26.282170762705277,0.2764143353960685
0,20,37,13.0,22.636309328156834,0.2988273475066449
0,12,28,22.0,19.059118552545918,0.2577648835350448
0,22,53,3.0,23.182159088402443,0.3121359581023169
0,8,75,25.0,18.29268979674668,0.1891283495538501
0,8,75,25.0,18.29268979674668,0.1891283495538501
0,30,33,17.0,33.381918758513564,0.20645194674560874
0,22,36,14.0,24.827806991355477,0.27338566993338587
0,21,72,22.0,26.281029279691467,0.23394553924240452
0,17,49,1.0,17.86183081321733,0.40397763645873547
0,12,27,23.0,19.55153446663458,0.24501763743033989
0,11,57,7.0,12.413903495677738,0.541048218774014
0,8,31,19.0,14.935946571945147,0.2852409034330836
0,27,50,0.0,28.35,0.25678076017614215
0,26,58,8.0,27.790825824361537,0.2574671749562088
0,14,71,21.0,20.060221833269942,0.26985770661795766
0,5,60,10.0,8.355387483534201,0.5979823340415903
0,8,45,5.0,9.006802984411284,0.7371524997587747
1,10,55,5.0,10.991473968490304,0.6210728310993445
0,8,28,22.0,16.58463143998081,0.23080912089374037
0,20,35,15.0,23.153023560649697,0.2860416529651169
0,14,63,13.0,16.955603793436552,0.37409046709081273
0,10,39,11.0,12.703247616259395,0.4790511315471671
0,10,54,4.0,10.817116066678771,0.6382251862369708
0,10,40,10.0,12.349089035228468,0.504787111082435
0,21,32,18.0,24.961820847045594,0.25879487048867217
0,22,43,7.0,23.543842082378994,0.302978288145022
0,8,43,7.0,9.553140844769327,0.6684012104010006
1,8,42,8.0,9.879271228182775,0.6307232983623592
1,10,36,14.0,13.894603268895446,0.40423785554982494
0,20,71,21.0,25.046406927940783,0.24534391562807015
0,6,31,19.0,13.864072273325755,0.2523954192191739
0,22,47,3.0,23.182159088402443,0.3121359581023169
0,10,42,8.0,11.717081547894082,0.5552607966192705
1,21,29,21.0,25.933086973979787,0.2401517639532775
0,17,58,8.0,18.592000968158324,0.3746687972679463
0,18,55,5.0,19.17739554788397,0.3722014026013878
0,12,51,1.0,12.616754733290174,0.5640811317617371
0,14,19,31.0,24.942183144223762,0.17496432721701247
0,13,70,20.0,18.85,0.28430431212281077
0,18,72,22.0,23.700210969525145,0.24716071278714324
0,20,71,21.0,25.046406927940783,0.24534391562807015
0,15,61,11.0,17.296965051707772,0.3834416628956415
0,8,25,25.0,18.29268979674668,0.1891283495538501
0,31,57,7.0,32.86647227799175,0.21973814531680297
0,25,64,14.0,27.78259347145259,0.24811656952209515
0,33,61,11.0,35.380008479365856,0.20202528899634084
0,10,57,7.0,11.44344790699027,0.5790496767581794
1,3,55,5.0,4.526035793053342,1.272510127702622
0,12,63,13.0,15.17110740849197,0.40228502943306477
0,18,42,8.0,19.60229578391266,0.35706179954140777
0,13,66,16.0,17.160492417177313,0.34153966032468785
0,22,59,9.0,23.829236244579892,0.2960190429979611
0,25,38,12.0,27.384347719089458,0.2552049744911656
0,17,30,20.0,22.082176070306115,0.2688554750461977
1,22,43,7.0,23.543842082378994,0.302978288145022
0,15,58,8.0,16.586214155134982,0.4149516525809303
0,14,64,14.0,17.288724649319857,0.3604273826581395
0,17,33,17.0,20.9934513598884,0.2967365571334337
0,13,61,11.0,15.409250468468608,0.41949264517163204
0,13,66,16.0,17.160492417177313,0.34153966032468785
0,4,67,17.0,11.821273197079915,0.2386912971488724
0,16,27,23.0,22.488719394398604,0.24476698863903373
0,7,59,9.0,9.393880987110705,0.6232345110872599
0,27,72,22.0,31.752362116856755,0.20565402701315313
0,12,69,19.0,17.64319982316133,0.30025973949935153
0,7,68,18.0,13.817108959547216,0.29428099981910055
0,9,22,28.0,20.50713290540635,0.16829234772746712
0,12,61,11.0,14.487322043773307,0.4388737084624515
0,28,11,39.0,38.81987248819862,0.14310311948531781
0,12,45,5.0,13.012397934277908,0.5341519416725077
0,29,36,14.0,31.78069382502528,0.22002972434351686
0,11,30,20.0,17.38972397710786,0.28459853384550277
0,18,49,1.0,18.911173945580426,0.38214120816966374
1,12,39,11.0,14.487322043773307,0.4388737084624515
0,24,42,8.0,25.73091525772062,0.2770529894750666
0,10,49,1.0,10.520099809412457,0.6686847657975241
0,13,40,10.0,15.11861435449691,0.4347254180747608
0,14,34,16.0,18.006943105369107,0.33324589215754935
0,8,37,13.0,11.914801718870523,0.44610227378018025
0,12,93,43.0,30.658807869843862,0.09921482211740264
0,18,56,6.0,19.298186443290465,0.36780864688627385
0,10,33,17.0,15.243113199081087,0.33759032764216496
0,11,33,17.0,15.984523765192382,0.33596709169430355
0,9,54,4.0,9.80114789195633,0.6967688685774427
0,12,54,4.0,12.86545762886031,0.545034060148062
0,16,56,6.0,17.24673882216577,0.40856918354554417
0,30,45,5.0,31.66721490753489,0.22895975327112925
0,23,74,24.0,28.75034782398293,0.21405861588577846
0,22,64,14.0,24.827806991355477,0.27338566993338587
0,19,26,24.0,25.325135735075538,0.2284893666710632
0,12,28,22.0,19.059118552545918,0.2577648835350448
0,24,59,9.0,25.870108233248658,0.2741694777961256
0,24,46,4.0,25.33377192602791,0.28552288536522863
1,8,36,14.0,12.384264209067894,0.41390377024114655
0,13,74,24.0,20.728784334832568,0.2355657499255266
0,22,51,1.0,23.10914321215739,0.31403211774890216
0,12,34,16.0,16.33768649472746,0.34891490595427527
1,26,58,8.0,27.790825824361537,0.2574671749562088
1,7,56,6.0,8.320606949015197,0.7668402757191194
0,15,37,13.0,17.873583859987342,0.3602420988250066
0,13,73,23.0,20.244134953116667,0.2469023268180388
0,25,76,26.0,31.219745354502813,0.19729014895433764
0,10,64,14.0,13.894603268895446,0.40423785554982494
1,22,40,10.0,23.997083156083782,0.29203194868912696
0,14,28,22.0,20.508047201037936,0.25835749013039877
0,7,60,10.0,9.811855074347562,0.5757983344575113
0,26,41,9.0,27.91975107338889,0.25515723613473873
0,19,73,23.0,24.930002005615645,0.23568140763226528
0,22,37,13.0,24.597001849819016,0.27839123167800706
0,16,33,17.0,20.108269443191773,0.304759894270646
0,22,64,14.0,24.827806991355477,0.27338566993338587
0,11,50,0.0,11.55,0.6137460607827115
0,26,60,10.0,28.063143088399777,0.25262306464739315
0,13,66,16.0,17.160492417177313,0.34153966032468785
0,13,49,1.0,13.665467427058616,0.5228832076788991
0,20,75,25.0,26.553013011709236,0.21869132647796993
0,7,32,18.0,13.817108959547216,0.29428099981910055
0,9,61,11.0,11.850105484762572,0.49865017428260083
0,26,42,8.0,27.790825824361537,0.2574671749562088
0,24,71,21.0,28.65942253430798,0.224459267479834
0,11,48,2.0,11.622929923216434,0.6071775870131543
0,25,38,12.0,27.384347719089458,0.2552049744911656
0,8,31,19.0,14.935946571945147,0.2852409034330836
0,13,34,16.0,17.160492417177313,0.34153966032468785
1,11,44,6.0,12.190672663967318,0.5587877543959542
0,28,57,7.0,29.749999999999996,0.24205180381778696
0,15,33,17.0,19.239672554386157,0.31255764826376803
0,26,61,11.0,28.220781349920134,0.2498788557129568
0,13,29,21.0,19.30401512639275,0.2712737199954445
0,9,73,23.0,17.68629412850527,0.22705100397193015
0,26,66,16.0,29.213866570517503,0.23354382809639931
